,Education Level,Age,Gender,Children,Weekly Earnings,Year,Weekly Hours Worked,Sleeping,Grooming,Housework,Food & Drink Prep,Caring for Children,Playing with Children,Job Searching,Shopping,Eating and Drinking,Socializing & Relaxing,Television,Golfing,Running,Volunteering,Employment Status
14294,19,29,1,2,1600,2008,40,540,60,0,120,150,120,0,0,90,220,195,0,0,120,Employed
14295,13,18,2,1,0,2008,0,690,60,0,0,0,0,0,0,15,605,605,0,0,0,Not in labor force
14296,13,50,1,0,0,2008,50,515,10,0,0,0,0,0,245,90,385,290,0,0,0,Employed
14297,19,18,2,1,175,2008,20,379,60,1,0,0,0,0,0,180,492,0,0,0,30,Employed
14298,16,39,1,4,1731,2008,50,450,30,0,5,166,0,0,65,85,40,40,0,0,0,Employed
14299,9,16,2,3,120,2008,2,735,60,0,0,0,0,0,75,140,72,0,0,0,0,Employed
14300,12,61,1,0,0,2008,0,630,0,120,120,0,0,0,0,20,550,430,0,0,0,Not in labor force
14301,13,40,1,2,750,2008,40,435,45,15,60,20,0,0,360,60,385,385,0,0,0,Employed
14302,19,51,1,0,760,2008,50,449,0,0,0,0,0,0,1,35,62,62,0,0,0,Employed
14303,13,18,2,0,145,2008,22,545,80,0,0,0,0,0,0,75,0,0,0,0,245,Employed
14304,16,44,2,2,550,2008,20,503,40,0,172,166,0,0,5,85,183,90,0,0,0,Employed
14305,13,27,1,0,320,2008,40,390,60,0,0,0,0,0,2,60,758,273,0,0,0,Employed
14306,11,17,1,2,35,2008,7,545,15,0,0,10,0,0,0,50,480,460,0,0,0,Employed
14307,10,16,2,1,268,2008,34,658,90,0,0,0,0,0,5,55,240,0,0,0,0,Employed
14308,13,65,1,0,0,2008,35,570,30,0,0,0,0,0,0,60,510,0,0,0,0,Employed
14309,15,64,2,0,1153,2008,66,730,45,70,85,0,0,0,135,105,165,150,0,0,0,Employed
14310,10,17,1,2,0,2008,0,685,0,0,0,0,0,0,0,10,655,0,0,0,0,Not in labor force
14311,19,46,2,6,0,2008,0,485,10,75,160,325,85,0,0,60,200,0,0,0,0,Not in labor force
14312,13,29,1,0,1080,2008,40,465,20,0,0,0,0,0,0,30,376,60,0,0,0,Employed
14313,19,32,2,2,654,2008,49,615,60,120,0,0,0,0,325,25,218,148,0,0,0,Employed
14314,15,61,1,0,1250,2008,0,570,0,0,0,0,0,0,0,45,510,420,0,0,0,Employed
14315,13,58,1,0,1040,2008,0,390,0,0,0,0,0,0,0,30,870,390,0,0,0,Employed
14316,11,57,1,0,1058,2008,42,290,0,0,15,0,0,0,0,65,155,65,0,0,0,Employed
14317,19,39,1,1,0,2008,0,450,0,0,0,0,0,0,0,90,796,676,0,0,0,Unemployed
14318,13,38,2,1,462,2008,32,495,0,40,20,31,0,0,0,90,722,705,0,0,0,Employed
14319,15,43,1,1,0,2008,0,360,15,0,45,90,0,0,219,0,75,45,0,0,305,Not in labor force
14320,16,51,2,0,700,2008,0,540,25,0,0,0,0,0,5,85,150,30,0,0,0,Employed
14321,15,33,2,1,0,2008,0,510,15,210,0,195,120,0,65,50,180,120,0,0,0,Not in labor force
14322,19,25,2,1,0,2008,0,834,30,0,51,225,0,0,0,60,180,0,0,0,0,Not in labor force
14323,13,46,2,0,0,2008,82,480,30,255,45,0,0,0,0,30,75,75,0,0,0,Employed
14324,14,34,1,4,600,2008,60,525,15,0,0,0,0,0,0,105,165,150,0,0,0,Employed
14325,13,19,1,4,0,2008,0,615,200,0,0,0,0,0,0,45,110,0,0,0,0,Not in labor force
14326,13,37,2,2,466,2008,40,440,20,10,72,106,0,0,46,100,346,0,0,0,0,Employed
14327,13,27,2,2,692,2008,40,754,0,265,0,20,0,0,65,10,308,210,0,0,0,Employed
14328,19,44,1,1,0,2008,0,435,0,0,40,43,0,0,15,40,65,65,0,0,0,Not in labor force
14329,13,61,1,0,385,2008,20,480,45,0,0,0,0,0,0,110,545,485,0,0,250,Employed
14330,13,78,1,0,0,2008,0,510,20,0,65,0,0,0,0,45,615,615,0,0,0,Not in labor force
14331,11,45,1,0,0,2008,0,690,0,0,0,0,0,0,45,20,570,510,0,0,0,Not in labor force
14332,13,47,1,0,962,2008,40,370,10,0,80,0,0,0,35,40,325,205,0,0,0,Employed
14333,15,36,1,0,923,2008,50,470,50,0,0,0,0,0,10,175,170,30,0,0,0,Employed
14334,15,45,1,0,519,2008,40,770,0,0,0,0,0,0,0,0,540,420,0,0,0,Employed
14335,19,22,1,0,680,2008,50,600,55,0,0,0,0,0,70,90,440,425,0,0,0,Employed
14336,14,37,1,0,1096,2008,55,580,30,0,0,0,0,0,90,75,420,420,0,0,0,Employed
14337,16,85,2,0,0,2008,0,420,45,75,10,0,0,0,60,30,236,68,0,0,110,Not in labor force
14338,19,54,2,0,760,2008,40,450,90,0,232,0,0,0,120,35,265,120,0,0,0,Employed
14339,13,49,2,0,0,2008,0,280,40,60,110,0,0,0,0,60,830,620,0,0,0,Not in labor force
14340,19,31,1,2,1281,2008,40,566,25,90,0,35,0,0,10,95,110,90,0,0,0,Employed
14341,13,47,1,0,500,2008,40,715,0,0,120,0,0,0,0,20,520,520,0,0,0,Employed
14342,14,26,2,0,138,2008,55,360,20,40,5,0,0,0,25,20,665,620,0,0,0,Employed
14343,15,47,2,1,188,2008,20,640,30,240,125,0,0,0,0,25,290,290,0,0,0,Employed
14344,19,49,2,2,807,2008,50,585,30,0,152,36,0,0,120,120,120,45,0,0,5,Employed
14345,15,39,2,0,627,2008,40,615,105,0,0,0,0,0,90,30,380,350,0,0,0,Employed
14346,14,58,1,0,0,2008,0,570,30,25,35,0,0,0,55,25,515,240,0,0,0,Not in labor force
14347,13,26,2,4,302,2008,40,120,2,28,116,97,0,0,0,0,1068,781,0,0,0,Employed
14348,13,21,1,2,384,2008,40,385,60,0,0,300,265,0,0,75,65,0,0,0,0,Employed
14349,15,47,1,1,769,2008,65,200,30,0,0,0,0,0,0,50,0,0,0,0,0,Employed
14350,13,36,2,3,0,2008,0,555,45,90,62,45,0,0,0,18,565,325,0,0,0,Not in labor force
14351,19,21,2,2,382,2008,25,705,60,0,30,180,0,0,120,60,40,10,0,0,0,Employed
14352,16,61,2,0,0,2008,0,540,0,0,0,0,0,0,0,35,700,310,0,0,0,Not in labor force
14353,13,77,2,0,0,2008,0,523,80,0,14,0,0,0,0,75,390,30,0,0,0,Not in labor force
14354,11,85,1,0,0,2008,0,465,60,120,135,0,0,0,0,210,270,180,0,0,0,Not in labor force
14355,13,60,2,0,675,2008,38,510,0,0,0,0,0,0,0,45,0,0,0,0,0,Employed
14356,13,52,2,0,0,2008,0,540,20,0,0,0,0,0,0,20,660,435,0,0,0,Not in labor force
14357,19,53,1,2,984,2008,40,510,0,180,45,107,0,0,20,90,135,120,0,0,0,Employed
14358,18,30,1,1,2885,2008,45,495,105,0,0,195,60,0,10,130,328,208,0,30,0,Employed
14359,18,80,2,0,0,2008,0,600,20,0,150,0,0,0,0,45,460,140,0,0,0,Not in labor force
14360,16,55,2,2,2692,2008,40,390,60,0,55,0,0,0,0,75,60,60,0,0,0,Employed
14361,13,41,1,2,0,2008,60,480,0,90,0,90,90,0,0,90,300,265,0,0,0,Employed
14362,16,38,2,4,1462,2008,38,375,75,40,90,193,0,0,204,30,238,0,0,0,0,Employed
14363,13,67,2,0,0,2008,0,479,55,0,65,0,0,0,0,63,286,83,0,0,387,Not in labor force
14364,19,80,2,0,0,2008,0,480,90,55,110,0,0,0,0,90,240,90,0,0,185,Not in labor force
14365,16,37,2,1,740,2008,20,505,10,70,180,245,195,0,0,120,180,0,0,0,0,Employed
14366,19,41,2,0,426,2008,40,390,90,0,90,0,0,0,5,35,330,225,0,0,0,Employed
14367,14,27,2,1,640,2008,40,420,45,0,85,26,0,0,0,105,166,151,0,0,0,Employed
14368,16,56,2,0,576,2008,40,720,60,30,0,0,0,0,20,35,316,0,0,0,0,Employed
14369,15,56,2,0,0,2008,25,504,0,40,0,0,0,0,0,95,180,120,0,0,20,Employed
14370,11,21,1,0,400,2008,35,600,30,240,60,0,0,0,0,40,470,470,0,0,0,Employed
14371,19,50,2,1,205,2008,20,395,25,120,158,32,0,0,0,45,405,315,0,0,15,Employed
14372,16,65,2,0,0,2008,0,485,100,180,0,0,0,0,32,65,431,0,0,0,10,Not in labor force
14373,16,30,2,0,1212,2008,45,480,80,30,60,0,0,0,35,50,230,230,0,0,0,Employed
14374,13,71,2,0,0,2008,0,600,35,0,60,0,0,0,180,65,408,198,0,0,0,Not in labor force
14375,14,67,1,0,0,2008,0,413,20,0,0,0,0,0,5,80,613,553,0,0,0,Not in labor force
14376,15,74,2,0,0,2008,0,570,60,60,230,0,0,0,0,10,290,255,0,0,0,Not in labor force
14377,13,26,2,0,266,2008,40,390,60,0,20,0,0,0,0,95,120,120,0,0,0,Employed
14378,15,43,2,3,0,2008,35,510,0,180,40,30,0,0,0,75,155,155,0,0,0,Employed
14379,14,25,2,1,200,2008,25,368,105,90,50,20,0,0,150,60,390,120,0,0,0,Employed
14380,19,67,2,0,0,2008,43,210,70,0,0,0,0,0,12,20,260,10,0,0,0,Employed
14381,10,59,1,0,100,2008,15,540,5,0,0,0,0,0,0,60,270,165,0,0,0,Employed
14382,13,74,2,0,0,2008,0,435,105,32,120,0,0,0,0,195,432,272,0,0,0,Not in labor force
14383,16,40,2,0,0,2008,0,540,30,0,0,0,0,0,0,45,705,705,0,0,0,Not in labor force
14384,18,28,2,0,1019,2008,50,530,50,0,75,0,0,0,10,30,179,169,0,0,0,Employed
14385,19,30,1,0,440,2008,40,480,30,0,0,0,0,0,0,30,848,510,0,0,0,Employed
14386,15,28,1,1,800,2008,45,710,0,0,0,0,0,0,120,50,350,60,0,0,0,Employed
14387,13,56,2,0,2885,2008,40,480,40,10,60,0,0,0,0,60,135,125,0,0,0,Employed
14388,19,85,2,0,0,2008,0,390,0,0,30,0,0,0,20,95,221,91,0,0,0,Not in labor force
14389,13,36,1,0,0,2008,60,618,0,0,0,0,0,0,0,0,0,0,0,0,0,Employed
14390,13,38,2,3,1076,2008,50,541,20,0,0,110,30,0,30,110,90,60,0,0,60,Employed
14391,13,50,2,0,581,2008,40,480,45,90,43,0,0,0,0,30,25,0,0,0,0,Employed
14392,13,19,1,0,194,2008,40,30,0,60,0,0,0,0,0,0,375,360,0,0,0,Employed
14393,14,55,2,2,1538,2008,40,535,65,185,130,0,0,0,45,30,288,60,0,0,0,Employed
14394,15,26,1,0,685,2008,50,270,0,0,0,0,0,0,10,0,0,0,0,0,0,Employed
14395,19,44,2,1,654,2008,40,270,30,0,0,35,0,0,20,120,705,705,0,0,0,Employed
14396,19,35,2,3,400,2008,25,590,30,90,80,75,0,0,0,55,115,115,0,0,0,Employed
14397,15,27,2,0,808,2008,0,565,0,140,60,0,0,0,160,45,70,0,0,0,0,Employed
14398,15,60,1,0,0,2008,0,390,35,30,20,0,0,15,42,165,415,280,0,0,74,Unemployed
14399,15,54,1,0,1500,2008,40,500,30,0,0,0,0,0,0,20,115,115,0,0,0,Employed
14400,11,67,1,0,0,2008,0,450,10,0,0,0,0,0,20,55,405,405,0,0,0,Not in labor force
14401,19,37,1,2,962,2008,40,510,60,0,0,40,0,0,0,40,280,60,0,0,0,Employed
14402,13,66,2,0,0,2008,0,480,50,0,160,0,0,0,30,65,170,140,0,0,0,Not in labor force
14403,16,45,2,1,920,2008,0,455,45,105,30,35,0,0,280,60,120,0,0,0,0,Employed
14404,11,17,1,3,92,2008,17,660,35,0,0,0,0,0,0,30,405,405,0,0,0,Employed
14405,19,62,1,0,1000,2008,50,600,120,0,0,0,0,0,0,90,550,490,0,0,0,Employed
14406,13,33,2,2,500,2008,40,569,40,40,57,138,68,0,5,29,363,110,0,0,0,Employed
14407,15,44,2,2,673,2008,40,570,45,240,0,30,0,0,420,30,30,30,0,0,0,Employed
14408,10,29,1,6,0,2008,0,360,45,0,95,180,0,90,0,15,319,319,0,0,0,Not in labor force
14409,18,39,1,4,2885,2008,55,375,40,0,0,55,0,0,0,30,190,180,0,0,0,Employed
14410,15,40,1,2,1918,2008,45,464,0,195,35,46,45,0,60,115,165,120,0,0,15,Employed
14411,16,46,2,2,1442,2008,38,375,57,58,55,83,0,0,10,35,45,15,0,0,0,Employed
14412,11,65,1,0,160,2008,20,270,75,240,0,0,0,0,0,120,310,130,0,0,0,Employed
14413,14,41,2,0,1129,2008,40,600,0,0,60,0,0,0,10,30,165,165,0,0,0,Employed
14414,13,24,2,1,596,2008,37,450,0,0,0,100,0,0,80,90,413,225,0,0,0,Employed
14415,9,58,2,0,30,2008,3,536,30,0,0,0,0,0,0,5,90,90,0,0,0,Employed
14416,16,29,1,0,1442,2008,40,600,30,0,0,0,0,0,55,140,465,405,0,0,0,Employed
14417,13,27,2,2,308,2008,38,540,90,15,10,70,0,0,0,60,160,0,0,0,0,Employed
14418,9,74,2,0,175,2008,8,464,105,0,0,0,0,0,95,30,615,45,0,0,0,Employed
14419,14,69,1,0,0,2008,20,570,0,0,0,0,0,0,0,120,750,750,0,0,0,Employed
14420,18,39,1,3,0,2008,50,480,20,0,60,30,0,0,0,40,180,120,0,0,0,Employed
14421,13,49,1,0,700,2008,40,680,45,0,85,0,0,0,130,95,170,170,0,0,0,Employed
14422,19,48,2,2,50,2008,6,340,25,180,3,1,0,0,0,40,796,736,0,0,0,Employed
14423,13,37,2,2,0,2008,0,525,75,60,0,465,240,0,0,135,90,90,0,0,0,Not in labor force
14424,15,31,1,0,2800,2008,40,580,60,30,0,0,0,0,100,60,180,120,0,0,0,Employed
14425,15,28,2,0,2500,2008,50,600,60,210,60,0,0,0,60,60,240,240,0,0,0,Employed
14426,10,16,2,1,0,2008,0,535,60,0,0,0,0,0,0,75,180,90,0,0,0,Not in labor force
14427,19,33,2,2,236,2008,20,780,60,0,0,0,0,0,0,60,290,0,0,0,0,Employed
14428,13,46,1,2,385,2008,40,510,55,0,0,30,0,0,0,60,15,0,0,0,0,Employed
14429,9,32,2,3,0,2008,0,345,10,550,35,290,0,0,0,30,120,120,0,0,0,Not in labor force
14430,13,62,1,0,650,2008,50,360,75,0,0,0,0,0,0,45,193,150,0,0,0,Employed
14431,16,40,1,3,612,2008,48,435,2,0,5,0,0,0,10,5,60,0,0,0,0,Employed
14432,14,85,2,0,0,2008,0,540,0,45,142,0,0,0,60,120,470,245,0,0,0,Not in labor force
14433,13,17,1,2,0,2008,0,630,0,0,0,0,0,0,0,30,436,150,0,0,0,Not in labor force
14434,16,33,2,2,330,2008,21,540,30,0,15,199,69,0,20,75,99,60,0,0,0,Employed
14435,13,19,1,2,195,2008,25,540,150,0,180,0,0,0,45,100,385,180,0,0,0,Employed
14436,9,15,2,1,0,2008,0,630,70,30,60,0,0,0,60,90,335,180,0,0,0,Not in labor force
14437,9,16,2,1,170,2008,20,600,0,0,0,0,0,0,0,60,720,450,0,0,0,Employed
14438,15,43,1,1,800,2008,38,510,30,0,0,0,0,0,15,15,525,240,0,0,0,Employed
14439,13,47,1,1,680,2008,40,645,0,0,0,0,0,0,75,150,280,260,0,0,0,Employed
14440,15,36,2,0,500,2008,60,600,30,0,25,0,0,0,4,68,80,0,0,0,0,Employed
14441,13,32,1,0,0,2008,0,660,0,3,55,0,0,0,60,60,572,572,0,0,0,Unemployed
14442,12,85,2,0,0,2008,0,420,30,85,25,0,0,0,30,25,770,650,0,0,0,Not in labor force
14443,16,36,1,2,2500,2008,50,540,0,0,45,280,120,0,0,80,275,165,0,0,120,Employed
14444,15,46,1,0,936,2008,36,390,60,0,0,0,0,0,20,90,300,300,0,0,0,Employed
14445,13,24,1,0,400,2008,40,450,25,0,0,0,0,0,0,90,190,90,0,0,0,Employed
14446,19,64,1,0,0,2008,0,495,0,120,30,0,0,0,0,105,330,60,0,0,0,Not in labor force
14447,19,27,1,0,508,2008,40,510,0,0,0,0,0,0,0,60,870,270,0,0,0,Employed
14448,15,30,2,0,712,2008,45,690,60,60,30,0,0,0,60,70,423,423,0,0,0,Employed
14449,19,43,1,1,769,2008,40,330,120,0,30,175,60,0,0,85,60,0,0,0,0,Employed
14450,16,50,1,1,1923,2008,40,600,60,0,0,0,0,0,0,180,240,120,0,0,0,Employed
14451,13,35,2,2,210,2008,19,445,60,60,0,15,0,0,40,30,282,272,0,0,0,Employed
14452,15,32,2,1,423,2008,40,510,0,200,0,295,285,0,65,90,250,250,0,0,0,Employed
14453,13,55,2,3,0,2008,0,330,30,0,210,45,0,0,0,150,330,150,0,0,0,Not in labor force
14454,16,62,1,0,2885,2008,60,448,70,75,90,0,0,0,60,230,235,30,0,50,0,Employed
14455,14,46,1,0,938,2008,65,420,10,0,0,0,0,0,0,180,139,139,0,0,0,Employed
14456,13,85,2,0,0,2008,0,600,0,210,60,0,0,0,0,60,510,330,0,0,0,Not in labor force
14457,13,80,2,0,0,2008,0,508,110,30,333,0,0,0,0,45,220,100,0,0,0,Not in labor force
14458,15,45,1,2,0,2008,0,540,71,0,0,0,0,0,0,120,50,50,0,0,0,Employed
14459,10,53,2,0,0,2008,0,480,20,75,70,0,0,0,15,20,503,443,0,0,0,Not in labor force
14460,13,62,2,0,0,2008,0,678,20,171,184,0,0,0,0,25,147,125,0,0,0,Not in labor force
14461,9,36,2,3,0,2008,0,540,0,0,30,300,150,0,120,210,30,0,0,0,0,Not in labor force
14462,19,42,2,2,0,2008,0,495,30,0,0,0,0,0,0,30,530,290,0,0,0,Not in labor force
14463,14,26,1,1,0,2008,0,510,20,0,30,390,0,0,0,45,385,385,0,0,0,Not in labor force
14464,13,52,2,1,0,2008,0,420,32,0,100,40,0,0,0,15,354,154,0,0,0,Not in labor force
14465,19,40,2,1,0,2008,0,450,0,210,170,0,0,0,0,50,545,60,0,0,0,Not in labor force
14466,13,19,1,0,0,2008,0,540,0,0,20,0,0,0,5,5,729,529,0,0,0,Unemployed
14467,13,24,1,2,0,2008,60,551,10,0,20,172,150,0,0,70,375,60,0,0,0,Employed
14468,11,27,1,0,1000,2008,60,530,65,0,0,0,0,0,0,75,0,0,0,0,0,Employed
14469,19,50,2,0,105,2008,23,330,110,0,0,0,0,0,0,65,444,0,0,0,0,Employed
14470,13,44,1,0,0,2008,0,600,0,0,0,0,0,0,0,45,75,0,0,0,0,Not in labor force
14471,14,66,2,0,0,2008,0,450,30,15,90,0,0,0,0,150,405,345,0,0,0,Not in labor force
14472,15,46,2,2,0,2008,0,540,0,0,0,0,0,0,0,90,810,0,0,0,0,Not in labor force
14473,14,27,1,0,400,2008,60,730,20,0,0,0,0,0,0,45,230,185,0,0,0,Employed
14474,13,66,1,0,0,2008,0,705,0,0,50,0,0,0,20,50,574,574,0,0,0,Not in labor force
14475,19,67,1,0,0,2008,0,692,30,0,0,0,0,0,0,80,325,325,0,0,0,Not in labor force
14476,16,42,1,2,1154,2008,60,420,25,5,10,35,0,0,0,60,335,290,0,0,0,Employed
14477,15,60,1,0,0,2008,0,450,110,0,60,0,0,0,0,70,120,120,0,0,0,Not in labor force
14478,14,54,1,0,1001,2008,40,720,0,0,5,0,0,0,0,475,240,240,0,0,0,Employed
14479,13,48,2,0,581,2008,40,360,60,95,0,0,0,0,0,30,180,120,0,0,0,Employed
14480,13,26,2,2,148,2008,20,539,20,285,60,21,0,0,45,105,250,90,0,0,0,Employed
14481,16,36,2,1,1346,2008,40,525,15,120,160,75,0,0,0,210,0,0,0,0,0,Employed
14482,10,36,1,2,825,2008,50,475,45,0,0,0,0,0,0,90,210,180,0,0,0,Employed
14483,18,51,1,0,1750,2008,50,300,60,0,45,0,0,0,45,105,72,72,0,0,0,Employed
14484,13,31,1,1,880,2008,40,450,0,0,30,0,0,0,0,10,165,165,0,0,0,Employed
14485,15,34,2,3,0,2008,3,585,20,0,67,44,0,0,0,45,213,90,0,0,0,Employed
14486,19,61,2,0,0,2008,0,540,0,180,105,0,0,0,60,30,505,505,0,0,0,Not in labor force
14487,14,47,2,0,560,2008,0,510,30,0,0,0,0,0,5,0,100,30,0,0,0,Employed
14488,15,80,1,0,0,2008,0,560,30,0,0,0,0,0,30,135,300,300,0,0,0,Not in labor force
14489,14,74,1,1,0,2008,0,585,60,0,0,0,0,0,0,20,640,240,0,0,0,Not in labor force
14490,13,48,2,1,258,2008,0,510,60,10,30,0,0,0,0,10,213,213,0,0,577,Employed
14491,19,77,2,0,0,2008,0,690,0,0,0,0,0,0,10,95,575,575,0,0,0,Not in labor force
14492,13,44,2,1,420,2008,35,340,130,90,60,30,0,0,20,30,160,145,0,0,0,Employed
14493,19,30,2,0,582,2008,40,645,0,450,135,0,0,0,80,50,45,45,0,0,0,Employed
14494,13,55,1,0,885,2008,44,465,40,0,30,0,0,0,30,45,330,330,0,0,0,Employed
14495,15,62,2,0,327,2008,8,810,120,0,0,0,0,0,0,90,150,150,0,0,15,Employed
14496,9,51,1,2,480,2008,72,510,15,0,0,0,0,0,0,90,149,149,0,0,0,Employed
14497,11,38,1,3,500,2008,70,686,0,60,0,73,0,0,0,20,320,320,0,0,0,Employed
14498,14,59,1,0,0,2008,0,480,60,0,0,0,0,0,0,120,300,180,0,0,0,Not in labor force
14499,13,38,1,2,0,2008,0,480,0,0,90,52,0,0,0,20,659,569,0,0,0,Unemployed
14500,15,29,1,0,1000,2008,40,540,30,0,0,0,0,0,0,60,665,0,0,0,0,Employed
14501,19,63,2,0,0,2008,0,690,0,180,30,0,0,0,0,50,460,220,0,0,0,Not in labor force
14502,13,55,2,0,1115,2008,50,475,90,0,0,0,0,0,0,150,100,0,0,0,0,Employed
14503,19,69,1,0,470,2008,40,495,15,0,30,0,0,0,90,50,305,85,0,0,0,Employed
14504,19,56,2,0,1058,2008,40,540,300,90,0,0,0,0,60,80,60,0,0,0,270,Employed
14505,19,45,2,0,692,2008,40,480,30,0,10,0,0,0,0,40,180,180,0,0,0,Employed
14506,14,36,2,2,480,2008,16,330,55,175,0,15,0,0,5,45,55,0,0,0,0,Employed
14507,9,29,1,1,320,2008,38,780,0,0,0,0,0,0,120,60,420,420,0,0,0,Employed
14508,13,40,2,4,0,2008,0,690,20,60,85,80,40,0,120,45,328,298,0,0,0,Not in labor force
14509,19,64,2,0,0,2008,0,475,60,30,45,0,0,0,30,120,275,0,0,0,0,Not in labor force
14510,12,67,1,0,0,2008,0,720,30,0,30,0,0,0,20,20,10,10,0,0,0,Not in labor force
14511,14,26,2,0,1154,2008,50,480,20,0,0,0,0,0,35,45,180,30,0,0,0,Employed
14512,13,63,2,0,0,2008,0,634,90,30,75,0,0,0,90,80,405,405,0,0,0,Not in labor force
14513,19,56,2,0,288,2008,30,420,26,55,160,0,0,0,0,20,379,319,0,0,0,Employed
14514,13,43,2,1,270,2008,30,400,0,0,0,0,0,0,20,45,0,0,0,0,0,Employed
14515,13,57,2,0,591,2008,40,420,45,0,0,0,0,0,0,40,400,370,0,0,0,Employed
14516,15,47,1,3,0,2008,50,510,20,0,0,0,0,0,0,15,95,95,0,0,0,Employed
14517,13,27,1,3,680,2008,42,360,75,0,0,10,0,0,15,20,560,350,0,0,0,Employed
14518,11,61,2,2,0,2008,0,480,0,60,50,80,0,0,360,30,211,181,0,0,0,Not in labor force
14519,17,49,2,2,0,2008,30,445,35,75,0,10,0,0,0,35,60,30,0,0,0,Employed
14520,19,32,1,2,1538,2008,40,690,60,0,0,60,0,0,0,45,180,120,0,0,0,Employed
14521,15,45,2,1,929,2008,0,690,40,0,40,40,10,0,0,115,325,295,0,0,0,Employed
14522,15,39,1,2,750,2008,50,440,40,15,5,30,0,0,30,90,145,145,0,0,0,Employed
14523,15,55,2,0,201,2008,20,328,45,8,74,0,0,0,20,100,359,171,0,0,0,Employed
14524,13,47,2,0,1118,2008,38,425,50,0,0,0,0,0,35,120,120,30,0,0,0,Employed
14525,14,62,2,0,480,2008,40,165,130,0,0,0,0,0,0,90,310,265,0,0,90,Employed
14526,13,73,1,0,125,2008,5,520,0,0,0,0,0,0,2,55,753,468,0,0,0,Employed
14527,19,21,2,0,120,2008,20,570,20,0,0,0,0,0,0,50,165,165,0,0,0,Employed
14528,17,60,2,0,0,2008,55,480,60,0,30,0,0,0,0,30,150,150,0,0,0,Employed
14529,12,80,2,0,0,2008,0,480,10,0,500,0,0,0,60,60,270,180,0,0,0,Not in labor force
14530,10,16,1,2,0,2008,0,760,30,0,0,0,0,0,15,0,428,45,0,0,0,Not in labor force
14531,9,68,1,0,0,2008,0,600,41,45,10,0,0,0,60,90,275,95,0,0,0,Not in labor force
14532,13,33,1,2,962,2008,40,760,0,0,0,90,0,0,180,110,210,210,0,0,0,Employed
14533,13,22,1,0,490,2008,45,318,25,0,5,0,0,0,15,10,205,180,0,0,0,Employed
14534,19,45,1,0,0,2008,0,750,60,0,0,0,0,0,0,0,510,480,0,0,0,Not in labor force
14535,19,69,2,0,0,2008,0,490,80,0,60,0,0,0,60,160,360,0,0,0,0,Not in labor force
14536,13,76,2,0,0,2008,0,510,30,0,0,0,0,0,0,95,795,240,0,0,0,Not in labor force
14537,14,43,2,1,784,2008,35,660,30,60,45,42,0,0,38,71,330,120,0,0,0,Employed
14538,10,61,2,0,325,2008,40,510,35,0,21,0,0,0,0,100,254,55,0,0,0,Employed
14539,9,72,2,0,0,2008,0,542,45,30,110,0,0,0,90,80,180,180,0,0,0,Not in labor force
14540,14,80,2,0,0,2008,0,570,125,105,169,0,0,0,60,150,60,0,0,0,1,Not in labor force
14541,14,56,2,0,640,2008,40,624,30,0,180,0,0,0,250,50,90,90,0,0,0,Employed
14542,15,28,1,1,731,2008,40,365,90,0,0,0,0,0,0,85,120,120,0,0,0,Employed
14543,11,80,1,0,0,2008,0,530,30,0,110,0,0,0,0,60,570,330,0,0,0,Not in labor force
14544,19,40,1,3,656,2008,40,435,10,0,35,117,75,0,0,80,40,0,0,0,0,Employed
14545,14,49,2,0,640,2008,40,540,45,0,2,0,0,0,5,35,123,93,0,0,0,Employed
14546,13,72,2,0,0,2008,0,420,75,25,25,0,0,0,15,70,529,354,0,0,0,Not in labor force
14547,14,27,2,0,677,2008,37,645,0,300,105,0,0,0,30,30,230,230,0,0,0,Employed
14548,15,50,1,0,2500,2008,50,465,60,0,0,0,0,0,0,135,30,0,0,0,0,Employed
14549,19,19,2,1,0,2008,0,435,45,0,0,0,0,0,70,80,306,172,0,0,0,Not in labor force
14550,18,48,1,1,0,2008,40,593,72,0,0,0,0,0,0,135,495,375,0,0,0,Employed
14551,19,55,1,0,0,2008,80,450,90,0,0,0,0,0,0,90,80,20,0,0,0,Employed
14552,15,67,2,0,0,2008,0,510,30,270,60,0,0,0,0,45,285,135,0,0,0,Not in labor force
14553,19,28,1,2,602,2008,62,360,20,0,20,0,0,0,0,90,241,181,0,0,0,Employed
14554,19,47,2,2,634,2008,40,449,50,0,49,112,0,0,0,45,90,0,0,0,0,Employed
14555,18,39,2,1,0,2008,0,480,20,60,300,150,90,0,0,180,30,30,0,0,0,Not in labor force
14556,9,16,1,1,0,2008,0,543,50,0,0,0,0,0,120,90,540,30,0,0,0,Not in labor force
14557,13,19,1,4,200,2008,26,420,0,0,0,0,0,0,22,236,135,0,0,0,0,Employed
14558,15,30,1,0,1200,2008,45,360,0,0,0,0,0,0,0,30,210,60,0,0,0,Employed
14559,10,44,2,0,0,2008,0,715,10,45,60,0,0,0,0,20,479,359,0,0,0,Not in labor force
14560,13,80,1,0,0,2008,0,480,30,0,0,0,0,0,0,190,435,420,0,0,0,Not in labor force
14561,11,80,2,0,0,2008,0,270,50,75,65,0,0,0,0,58,451,406,0,0,0,Not in labor force
14562,14,44,2,1,0,2008,0,420,120,300,0,170,0,0,5,10,212,212,0,0,0,Not in labor force
14563,19,37,2,1,0,2008,0,988,0,45,27,23,0,0,0,65,189,189,0,0,0,Not in labor force
14564,13,42,1,4,840,2008,40,570,30,0,0,0,0,0,15,120,620,0,0,0,0,Employed
